molecule,gene,start,end,strand,orientation,gc_content,annotation
AalW_tig00083928-10-131450_plv,AalW_tig00083928-10-131450_plv_18,10622,11083,reverse,1,0.416,hypothetical
AalW_tig00083928-10-131450_plv,AalW_tig00083928-10-131450_plv_19,11225,12910,reverse,1,0.42,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_1,785,904,reverse,1,0.317,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_2,923,1408,reverse,1,0.327,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_3,2297,3676,forward,0,0.39,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_4,3649,4008,forward,0,0.372,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_5,4014,4253,forward,0,0.371,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_6,4734,4964,forward,0,0.325,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_7,4977,5216,forward,0,0.321,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_8,5197,5589,reverse,1,0.328,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_9,5615,6376,reverse,1,0.349,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_10,6405,7049,forward,0,0.369,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_11,7074,7304,reverse,1,0.368,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_12,7326,7661,reverse,1,0.363,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_13,7708,7866,reverse,1,0.352,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_14,7908,8225,reverse,1,0.365,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_15,8236,8571,reverse,1,0.354,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_16,8579,8962,reverse,1,0.401,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_17,9057,9503,reverse,1,0.313,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_18,9673,10110,reverse,1,0.358,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_19,10188,10739,reverse,1,0.344,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_20,10855,12096,reverse,1,0.349,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_21,12110,12436,forward,0,0.343,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_22,12420,12701,reverse,1,0.383,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_23,12717,13343,reverse,1,0.378,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_24,13474,13959,reverse,1,0.354,MCP
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_25,13990,14754,forward,0,0.383,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_26,14723,15061,reverse,1,0.351,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_27,15191,15544,forward,0,0.353,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_28,15606,15926,reverse,1,0.336,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_29,15956,16156,forward,0,0.343,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_30,16367,16834,reverse,1,0.329,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_31,16851,17339,reverse,1,0.329,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_32,17369,17524,forward,0,0.385,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_33,17466,18065,forward,0,0.398,hypothetical
Aved_tig00048883-10-193450_plv,Aved_tig00048883-10-193450_plv_34,18271,18471,forward,0,0.348,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_1,2,847,forward,0,0.378,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_2,1026,1316,forward,0,0.302,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_3,1313,5998,forward,0,0.241,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_4,6022,6312,reverse,1,0.237,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_5,6656,7048,reverse,1,0.201,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_6,7074,9032,reverse,1,0.281,MCP
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_7,9082,9285,reverse,1,0.216,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_8,9309,9815,reverse,1,0.203,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_9,9837,10571,reverse,1,0.185,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_10,10516,11001,reverse,1,0.243,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_11,11170,11280,forward,0,0.324,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_12,11315,12307,reverse,1,0.229,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_13,12496,12738,reverse,1,0.202,hypothetical
Aved_tig00084897-10-150130_plv,Aved_tig00084897-10-150130_plv_14,12805,15069,reverse,1,0.278,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_1,866,1333,forward,0,0.263,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_2,1413,1733,forward,0,0.224,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_3,1777,2169,forward,0,0.252,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_4,2233,2520,forward,0,0.274,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_5,2537,3088,reverse,1,0.266,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_6,3169,3393,reverse,1,0.284,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_7,3495,5156,reverse,1,0.303,MCP
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_8,5269,5955,forward,0,0.239,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_9,6003,6353,forward,0,0.217,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_10,6406,6774,forward,0,0.211,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_11,6771,7250,reverse,1,0.235,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_12,7508,8374,forward,0,0.292,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_13,8614,10647,forward,0,0.251,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_14,10766,12820,forward,0,0.258,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_15,12891,12995,forward,0,0.162,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_16,13013,15454,forward,0,0.226,hypothetical
Bjer_tig00027726-10-154320_plv,Bjer_tig00027726-10-154320_plv_17,15481,15600,reverse,1,0.192,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_1,132,686,reverse,1,0.337,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_2,1062,1289,reverse,1,0.333,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_3,1416,1745,reverse,1,0.345,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_4,1738,2586,reverse,1,0.333,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_5,2629,3603,reverse,1,0.343,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_6,3717,4025,reverse,1,0.275,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_7,4102,4605,reverse,1,0.399,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_8,4724,4903,reverse,1,0.272,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_9,4987,5409,reverse,1,0.35,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_10,5472,5570,reverse,1,0.333,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_11,5657,5980,reverse,1,0.389,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_12,6002,6232,reverse,1,0.307,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_13,6300,6623,reverse,1,0.367,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_14,6681,7748,reverse,1,0.427,MCP
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_15,7699,7980,reverse,1,0.408,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_16,8118,8594,reverse,1,0.382,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_17,8627,9088,reverse,1,0.418,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_18,9118,10188,reverse,1,0.344,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_19,10228,10932,forward,0,0.325,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_20,10961,11590,forward,0,0.384,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_21,11587,11952,reverse,1,0.347,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_22,11998,12834,reverse,1,0.358,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_23,12853,14799,reverse,1,0.404,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_24,14833,15618,reverse,1,0.434,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_25,15647,15907,reverse,1,0.337,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_26,15865,16536,reverse,1,0.439,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_27,17221,18144,reverse,1,0.358,hypothetical
Ejby_tig00023995-10-186920_plv,Ejby_tig00023995-10-186920_plv_28,18166,18312,reverse,1,0.333,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_1,485,844,reverse,1,0.203,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_2,900,1301,reverse,1,0.289,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_3,1769,2263,reverse,1,0.297,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_4,2286,2906,reverse,1,0.253,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_5,2921,3460,reverse,1,0.272,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_6,3502,4914,reverse,1,0.335,MCP
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_7,5004,5183,forward,0,0.222,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_8,5288,5740,forward,0,0.225,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_9,5749,5931,forward,0,0.251,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_10,6781,7362,reverse,1,0.258,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_11,7413,7661,forward,0,0.257,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_12,7674,8516,forward,0,0.236,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_13,8548,8967,forward,0,0.336,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_14,9161,9352,reverse,1,0.198,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_15,9383,9565,reverse,1,0.219,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_16,9596,9763,reverse,1,0.161,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_17,10068,10298,reverse,1,0.242,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_18,10370,12481,reverse,1,0.241,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_19,12589,13647,forward,0,0.258,hypothetical
Lyne_tig00046032-10-146580_plv,Lyne_tig00046032-10-146580_plv_20,13637,14965,reverse,1,0.203,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_1,401,622,forward,0,0.414,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_2,595,1071,forward,0,0.43,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_3,1011,1130,reverse,1,0.358,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_4,1615,2478,forward,0,0.296,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_5,2494,2964,forward,0,0.251,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_6,3029,3313,forward,0,0.263,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_7,3372,3677,forward,0,0.268,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_8,3771,5000,forward,0,0.298,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_9,4997,5935,reverse,1,0.291,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_10,6210,6377,forward,0,0.387,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_11,6452,6676,forward,0,0.258,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_12,6825,6959,reverse,1,0.252,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_13,7054,7428,reverse,1,0.405,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_14,7469,7996,reverse,1,0.297,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_15,7998,8513,reverse,1,0.291,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_16,8510,8716,reverse,1,0.372,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_17,8749,8880,forward,0,0.348,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_18,9006,9299,forward,0,0.32,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_19,9398,9706,reverse,1,0.346,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_20,9760,10377,reverse,1,0.335,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_21,10331,10621,reverse,1,0.357,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_22,10687,11424,reverse,1,0.271,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_23,11476,11919,forward,0,0.39,MCP
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_24,11907,12860,forward,0,0.369,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_25,12901,13440,forward,0,0.32,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_26,13462,14079,forward,0,0.303,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_27,14101,14298,forward,0,0.222,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_28,14438,15196,forward,0,0.315,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_29,15204,15602,forward,0,0.331,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_30,15937,16296,forward,0,0.294,hypothetical
Lyne_tig00060056-10-166770_plv,Lyne_tig00060056-10-166770_plv_31,16268,16390,reverse,1,0.236,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_1,2,532,reverse,1,0.279,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_2,614,2605,reverse,1,0.294,MCP
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_3,2718,3404,forward,0,0.239,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_4,3452,3802,forward,0,0.217,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_5,3855,4223,forward,0,0.211,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_6,4220,4699,reverse,1,0.235,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_7,4963,5937,forward,0,0.296,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_8,6070,10278,forward,0,0.254,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_9,10349,12913,forward,0,0.223,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_10,12940,17529,reverse,1,0.253,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_11,18118,18624,forward,0,0.353,hypothetical
Mari_tig00039850-10-191400_plv,Mari_tig00039850-10-191400_plv_12,19027,19239,reverse,1,0.343,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_1,2,268,reverse,1,0.453,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_2,314,583,reverse,1,0.47,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_3,601,1902,reverse,1,0.457,MCP
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_4,1899,2588,reverse,1,0.435,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_5,2601,3155,reverse,1,0.454,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_6,3162,3365,reverse,1,0.495,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_7,3362,3961,reverse,1,0.452,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_8,3987,4634,reverse,1,0.448,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_9,4644,5195,forward,0,0.438,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_10,5195,5446,forward,0,0.409,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_11,5459,5866,reverse,1,0.441,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_12,5916,6437,reverse,1,0.446,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_13,6529,7155,forward,0,0.458,hypothetical
Rand_tig00054083-10-84480_plv,Rand_tig00054083-10-84480_plv_14,7468,8463,reverse,1,0.455,hypothetical
Rand_tig00055912-10-108660_plv,Rand_tig00055912-10-108660_plv_1,235,1077,forward,0,0.507,hypothetical
Rand_tig00055912-10-108660_plv,Rand_tig00055912-10-108660_plv_2,1172,5182,forward,0,0.429,hypothetical
Rand_tig00055912-10-108660_plv,Rand_tig00055912-10-108660_plv_3,5183,5830,reverse,1,0.457,hypothetical
Rand_tig00055912-10-108660_plv,Rand_tig00055912-10-108660_plv_4,5842,6234,forward,0,0.43,hypothetical
Rand_tig00055912-10-108660_plv,Rand_tig00055912-10-108660_plv_5,6235,6948,forward,0,0.457,hypothetical
Rand_tig00055912-10-108660_plv,Rand_tig00055912-10-108660_plv_6,6959,7720,forward,0,0.448,hypothetical
Rand_tig00055912-10-108660_plv,Rand_tig00055912-10-108660_plv_7,7671,8402,forward,0,0.402,hypothetical
Rand_tig00055912-10-108660_plv,Rand_tig00055912-10-108660_plv_8,8403,8984,forward,0,0.428,hypothetical
Rand_tig00055912-10-108660_plv,Rand_tig00055912-10-108660_plv_9,8997,10229,forward,0,0.454,MCP
Rand_tig00055912-10-108660_plv,Rand_tig00055912-10-108660_plv_10,10494,10751,reverse,1,0.461,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_1,3,623,forward,0,0.375,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_2,687,4553,forward,0,0.364,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_3,4560,5114,reverse,1,0.456,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_4,5152,5529,forward,0,0.373,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_5,5547,6152,forward,0,0.414,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_6,6156,6884,forward,0,0.413,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_7,6871,7533,forward,0,0.336,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_8,7544,8152,forward,0,0.402,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_9,8164,9393,forward,0,0.418,MCP
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_10,9411,9671,forward,0,0.464,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_11,9686,10306,forward,0,0.427,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_12,10309,10797,reverse,1,0.417,hypothetical
Rand_tig00813462-10-110980_plv,Rand_tig00813462-10-110980_plv_13,10855,11043,reverse,1,0.381,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_1,1,1386,forward,0,0.271,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_2,1383,2495,forward,0,0.227,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_3,2537,3409,forward,0,0.212,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_4,3418,4116,forward,0,0.232,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_5,4139,4516,reverse,1,0.212,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_6,4529,4720,reverse,1,0.203,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_7,4729,4983,reverse,1,0.176,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_8,5087,5572,reverse,1,0.195,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_9,5883,6218,reverse,1,0.202,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_10,6326,10534,reverse,1,0.255,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_11,10668,11642,reverse,1,0.295,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_12,11906,12385,forward,0,0.235,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_13,12382,12750,reverse,1,0.214,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_14,12803,13153,reverse,1,0.217,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_15,13201,13887,reverse,1,0.239,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_16,14000,14761,forward,0,0.307,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_17,14866,15990,forward,0,0.292,MCP
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_18,16067,16621,forward,0,0.267,hypothetical
Ribe_tig00030249-10-170680_plv,Ribe_tig00030249-10-170680_plv_19,16637,16771,reverse,1,0.289,hypothetical
